document,section,paragraph_sentence,sentence_text,positive_technical_claim,claim_id,evidence_dependency,state,permitted_scope,required_citation,proposed_correction,lint_status
thesis_v10,0 / 0,p907.s1,표 12는 Security-V2 및 exact-Q/P 재감사 결과다.,NO,security_attestation,security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
thesis_v10,0 / 0,p907.s4,"2개 exact estimator model은 각각 object 17개를 PASS, 1개를 excluded로 분류했고, excluded object는 128-bit 목표를 충족하지 못했다.",NO,security_attestation,security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
thesis_v10,0 / 0,p908.s1,The estimator matches declared objects but not Lattigo's explicit Xe truncation exactly.,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,0 / 0,p909.s1,"선택 후보의 exact Q/P를 Security Policy V2와 2개 estimator model에서 재감사했으며, 실제 Lattigo Xe truncation과 estimator 분포의 exact equivalence는 주장하지 않는다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,0 / 0,p909.s2,Q와 QP를 별도로 검사했고 formal catalog와 paired arm은 admitted candidate만 사용했다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,0 / 0,p909.s3,이 결과는 선언된 object와 policy의 admission 근거이지 임의 runtime distribution의 보편적 128-bit 보증이 아니다.,NO,security_attestation,security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
thesis_v10,0 / 0,p910.s3,"따라서 catalog execution이 성공했다는 이유만으로 security-compliant comparator에 포함할 수 없으며, 1,100 historical ledger를 그대로 oracle로 사용하는 것은 부적절하다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,0 / 0,p911.s1,표 13은 연구 중 보존한 failure class와 claim effect를 정리한다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,0 / 0,p911.s2,"One-shot numerical reject는 bounded repair ablation의 입력이 되었고, budget 및 finite-domain NO_SAFE는 scoped abstention을 지지했다.",YES,no_safe_behavior;adaptive_repair,no_safe;direct_ablation;direct_confirmatory,SUPPORTED,one-candidate budget control and declared two-candidate finite domain | predeclared development ablation and observed repair causes,EVIDENCE_REGISTRY,,PASS
thesis_v10,0 / 0,p913.s2,Core paper는 11개 admitted claim을 사용하며 9개 BLOCKED 또는 NOT_EVALUATED claim은 limitation과 future work로 남긴다.,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,0 / 0,p914.s1,"RQ1: 선언된 Security-V2 bounded catalog와 비교할 때 direct synthesis는 전체 70/700, confirmatory 56/560 candidate trial을 사용해 두 population 모두 90% 감소했다.",YES,formal_trial_reduction;security_attestation;scoped_direct_synthesis,final_suite;bounded_oracle;security_attestation;exact_estimator;direct_confirmatory;direct_development,PARTIALLY_SUPPORTED,"Security-V2-admitted 7 profiles x 2 paths over the declared instances | attested direct, catalog, reference, and latency-arm literals | declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,0 / 0,p914.s2,이 답은 candidate trial 단위와 유한 catalog 범위에 한정된다.,NO,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
thesis_v10,0 / 0,p915.s1,RQ2: Confirmatory 40/40과 development 10/10 primary literal이 no-retuning locked audit을 통과했다.,NO,primary_no_retuning_locked_audit;scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"10 dataset-model workloads and five deterministic repeated partitions | declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,0 / 0,p915.s2,"Bounded repair는 development ablation의 one-shot failure 4건을 SAFE로 전환했고, control은 16/40 및 50/50 NO_SAFE를 반환했다.",YES,no_safe_behavior;adaptive_repair,no_safe;direct_ablation;direct_confirmatory,SUPPORTED,one-candidate budget control and declared two-candidate finite domain | predeclared development ablation and observed repair causes,EVIDENCE_REGISTRY,,PASS
thesis_v10,0 / 0,p916.s1,"RQ3: Confirmatory catalog/direct total-latency ratio의 cluster geometric mean은 3.140660, 95% CI는 [2.342334, 4.215313]이었다.",NO,paired_latency,paired_latency_admission;bounded_oracle,PARTIALLY_SUPPORTED,"one host, frozen direct and Security-V2 bounded-catalog arms",EVIDENCE_REGISTRY,,PASS
thesis_v10,0 / 0,p917.s1,RQ4: Deeper polynomial graph는 25/25 selection 후 audit 24 PASS와 1 reserve-policy REJECT를 보였다.,NO,structural_extension,structural;structural_failure;margin_interpretation,PARTIALLY_SUPPORTED,five datasets x five deterministic partitions for mlp_square_poly3,EVIDENCE_REGISTRY,,PASS
thesis_v10,0 / 0,p917.s2,Sobel/Harris/CNN-lite와 independent training/data seed는 각 finite scope에서 admission을 통과했다.,NO,scoped_non_tabular_extension,sobel;harris;cnn_lite,PARTIALLY_SUPPORTED,BSDS500 Sobel/Harris patches and MNIST CNN-lite scalar-replicated adapter,EVIDENCE_REGISTRY,,PASS
thesis_v10,0 / 0,p918.s1,[표 17] 다중 클래스 결과,NO,multiclass_argmax_proposition,docs/evidence/journal_multiclass_extension_v1/multiclass_contract.json;internal/certify/multiclass_decision_contract.go;internal/certify/multiclass_decision_contract_test.go,SUPPORTED,"finite logits with finite class-wise error bounds, strict inequalities, and no plaintext tie",EVIDENCE_REGISTRY,,PASS
thesis_v10,0 / 0,p923.s1,MNIST MLP-100,NO,mlp100_finite_validation_audit,docs/evidence/journal_multiclass_extension_results_v1/summary.json;datasets/journal_multiclass_extension_v1/mnist/input_split_manifest.json,SUPPORTED,"one frozen MNIST MLP-100 model, 1,000 predeclared encrypted test images, scalar-replicated execution",EVIDENCE_REGISTRY,,PASS
thesis_v10,500 / 500,p925.s1,"argmax flip 0 / 0, SAFE",NO,multiclass_argmax_proposition,docs/evidence/journal_multiclass_extension_v1/multiclass_contract.json;internal/certify/multiclass_decision_contract.go;internal/certify/multiclass_decision_contract_test.go,SUPPORTED,"finite logits with finite class-wise error bounds, strict inequalities, and no plaintext tie",EVIDENCE_REGISTRY,,PASS
thesis_v10,500 / 500,p927.s1,LeNet-5-small,NO,lenet5_small_finite_validation_audit,docs/evidence/journal_multiclass_extension_results_v1/summary.json;datasets/journal_multiclass_extension_v1/mnist/input_split_manifest.json,SUPPORTED,"one frozen MNIST LeNet-5-small model, 1,000 predeclared encrypted test images, declared scalar-replicated adapter",EVIDENCE_REGISTRY,,PASS
thesis_v10,500 / 500,p929.s1,"argmax flip 0 / 0, SAFE",NO,multiclass_argmax_proposition,docs/evidence/journal_multiclass_extension_v1/multiclass_contract.json;internal/certify/multiclass_decision_contract.go;internal/certify/multiclass_decision_contract_test.go,SUPPORTED,"finite logits with finite class-wise error bounds, strict inequalities, and no plaintext tie",EVIDENCE_REGISTRY,,PASS
thesis_v10,"24 PASS, 1 reserve rejection, flip 0",p938.s1,"24 PASS, 1 reserve rejection, flip 0",NO,structural_extension,structural;structural_failure;margin_interpretation,PARTIALLY_SUPPORTED,five datasets x five deterministic partitions for mlp_square_poly3,EVIDENCE_REGISTRY,,PASS
thesis_v10,"24 PASS, 1 reserve rejection, flip 0",p940.s1,Sobel,NO,scoped_non_tabular_extension,sobel;harris;cnn_lite,PARTIALLY_SUPPORTED,BSDS500 Sobel/Harris patches and MNIST CNN-lite scalar-replicated adapter,EVIDENCE_REGISTRY,,PASS
thesis_v10,"24 PASS, 1 reserve rejection, flip 0",p942.s1,locked audit PASS,NO,primary_no_retuning_locked_audit,direct_confirmatory;direct_development,SUPPORTED,10 dataset-model workloads and five deterministic repeated partitions,EVIDENCE_REGISTRY,,PASS
thesis_v10,"24 PASS, 1 reserve rejection, flip 0",p944.s1,Harris,NO,scoped_non_tabular_extension,sobel;harris;cnn_lite,PARTIALLY_SUPPORTED,BSDS500 Sobel/Harris patches and MNIST CNN-lite scalar-replicated adapter,EVIDENCE_REGISTRY,,PASS
thesis_v10,"24 PASS, 1 reserve rejection, flip 0",p946.s1,locked audit PASS,NO,primary_no_retuning_locked_audit,direct_confirmatory;direct_development,SUPPORTED,10 dataset-model workloads and five deterministic repeated partitions,EVIDENCE_REGISTRY,,PASS
thesis_v10,"24 PASS, 1 reserve rejection, flip 0",p948.s1,CNN-lite,NO,scoped_non_tabular_extension,sobel;harris;cnn_lite,PARTIALLY_SUPPORTED,BSDS500 Sobel/Harris patches and MNIST CNN-lite scalar-replicated adapter,EVIDENCE_REGISTRY,,PASS
thesis_v10,"24 PASS, 1 reserve rejection, flip 0",p950.s1,locked audit PASS,NO,primary_no_retuning_locked_audit,direct_confirmatory;direct_development,SUPPORTED,10 dataset-model workloads and five deterministic repeated partitions,EVIDENCE_REGISTRY,,PASS
thesis_v10,"24 PASS, 1 reserve rejection, flip 0",p952.s1,Independent training seeds,NO,training_model_seed_extension,training_seed,PARTIALLY_SUPPORTED,3 datasets x 3 predeclared independent training/data seeds,EVIDENCE_REGISTRY,,PASS
thesis_v10,3 datasets×3 models,p954.s1,9/9 selection and audit PASS,NO,training_model_seed_extension,training_seed,PARTIALLY_SUPPORTED,3 datasets x 3 predeclared independent training/data seeds,EVIDENCE_REGISTRY,,PASS
thesis_v10,3 datasets×3 models,p957.s1,[그림 14] NO_SAFE control 결과,NO,no_safe_behavior,no_safe,SUPPORTED,one-candidate budget control and declared two-candidate finite domain,EVIDENCE_REGISTRY,,PASS
thesis_v10,3 datasets×3 models,p958.s1,[표 19] NO_SAFE control,NO,no_safe_behavior,no_safe,SUPPORTED,one-candidate budget control and declared two-candidate finite domain,EVIDENCE_REGISTRY,,PASS
thesis_v10,3 datasets×3 models,p961.s1,NO_SAFE,NO,no_safe_behavior,no_safe,SUPPORTED,one-candidate budget control and declared two-candidate finite domain,EVIDENCE_REGISTRY,,PASS
thesis_v10,3 datasets×3 models,p972.s1,[그림 15] 구조 확장 범위,NO,structural_extension,structural;structural_failure;margin_interpretation,PARTIALLY_SUPPORTED,five datasets x five deterministic partitions for mlp_square_poly3,EVIDENCE_REGISTRY,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p977.s1,"FlipGuard의 가장 강한 결과는 catalog를 모두 실행한 뒤 선택하는 흐름에서 벗어나 graph에서 exact literal을 직접 합성하고, encrypted validation을 후보 승인에 집중시켰다는 점이다.",YES,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p977.s2,"Formal candidate trial이 전체 700 대비 70, confirmatory 560 대비 56으로 감소했고 primary locked audit이 retuning 없이 통과했다.",YES,formal_trial_reduction;primary_no_retuning_locked_audit,final_suite;bounded_oracle;direct_confirmatory;direct_development,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances | 10 dataset-model workloads and five deterministic repeated partitions,EVIDENCE_REGISTRY,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p977.s3,동시에 latency-only candidate가 많은 flip을 만들고 one-shot direct가 NO_SAFE를 낳은 ablation은 candidate 실행 성공이나 속도가 decision-integrity를 대신할 수 없음을 보여준다.,NO,no_safe_behavior;finite_scope_decision_integrity,no_safe;direct_confirmatory;direct_development;margin_interpretation,PARTIALLY_SUPPORTED,one-candidate budget control and declared two-candidate finite domain | declared finite validation and locked-audit artifacts,EVIDENCE_REGISTRY,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p978.s1,그러나 이 결과를 “margin이 항상 더 좋은 literal을 만든다”로 해석하면 안 된다.,NO,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p978.s2,"Natural primary range에서 rho grid 변화는 candidate state, bounded-oracle selection, direct initial literal을 바꾸지 않았다.",NO,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p978.s4,"Decision contract는 admission predicate와 failure reporting에서 작동했지만, primary natural data의 literal generation을 직접 차별화했다는 claim은 근거가 부족하다.",NO,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p979.s3,"rho=0.5는 margin의 절반을 approximation error에 허용하고 나머지 절반을 관측되지 않은 variation에 남기는 해석 가능한 사전 정책이지만, CKKS noise theorem에서 유도된 값은 아니다.",NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p981.s1,Structural seed4/banknote instance는 validation utilization 0.470653으로 SAFE였지만 audit utilization 0.5613685로 reserve cap을 초과했다.,YES,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p983.s3,"둘째, audit은 결과를 본 뒤 candidate를 강화하는 tuning set이 아니라 claim을 반증할 수 있는 장치여야 한다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p983.s5,운영 시스템에서는 이 audit 결과가 배포 전 발견되었다면 candidate를 사용하지 않고 human review 또는 새로운 사전 등록 protocol로 돌아가야 한다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p985.s1,"분석적 certificate를 완성하려면 graph별 CKKS residual bound B_c(x)를 exact parameter와 input bound에서 인스턴스화하고, B_c(x)<m(x)를 domain 전체 또는 명시한 subset에서 증명해야 한다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p986.s1,Security-V2 bounded catalog는 7 profile과 2 path의 유한 비교 집합이다.,NO,security_attestation,security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p986.s2,Fastest-safe라는 명칭은 이 14 candidate identity 안에서만 성립한다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p987.s1,그럼에도 bounded catalog는 유용한 평가 기준이다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p987.s2,사전 선언되고 exhaustive하게 실행되었으며 동일 decision gate와 Security-V2 filter를 적용할 수 있기 때문이다.,NO,security_attestation,security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p987.s3,"Historical 1,100 execution을 보존하면서 formal denominator를 700으로 수정한 과정은 security admission이 tuning-space 정의의 일부여야 함을 보여준다.",NO,formal_trial_reduction;security_attestation,final_suite;bounded_oracle;security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"Security-V2-admitted 7 profiles x 2 paths over the declared instances | attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p988.s1,"Paired latency는 동일 host, 동일 process policy, frozen arms, balanced order에서 강한 내부 비교를 제공한다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p988.s3,Confidence interval lower bound가 1보다 높았으므로 현재 cluster 범위에서 direct arm의 total latency 감소는 안정적으로 관측되었다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p989.s2,"CPU microarchitecture, memory hierarchy, OS scheduling, Lattigo version, Go runtime, cloud noisy neighbor가 달라지면 absolute latency와 ratio가 바뀔 수 있다.",NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p990.s2,Sobel과 Harris는 finite patch/window score이며 CNN-lite는 scalar-replicated binary graph다.,NO,scoped_non_tabular_extension,sobel;harris;cnn_lite,PARTIALLY_SUPPORTED,BSDS500 Sobel/Harris patches and MNIST CNN-lite scalar-replicated adapter,EVIDENCE_REGISTRY,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p990.s4,"Rotation-heavy packed layout, ciphertext convolution, bootstrapped deep network, encrypted argmax는 별도 adapter와 policy scope가 필요하다.",NO,multiclass_argmax_proposition,docs/evidence/journal_multiclass_extension_v1/multiclass_contract.json;internal/certify/multiclass_decision_contract.go;internal/certify/multiclass_decision_contract_test.go,SUPPORTED,"finite logits with finite class-wise error bounds, strict inequalities, and no plaintext tie",EVIDENCE_REGISTRY,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p993.s2,9/9 selection/audit PASS는 model artifact 변화에 대한 scoped evidence지만 dataset 수와 seed 수가 작다.,NO,training_model_seed_extension,training_seed,PARTIALLY_SUPPORTED,3 datasets x 3 predeclared independent training/data seeds,EVIDENCE_REGISTRY,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p994.s1,"Security-V2는 published Table 5.2 cap, exact Q/P object, two-estimator sensitivity를 결합한다.",NO,security_attestation,security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p994.s2,Q와 QP를 분리한 점은 ciphertext와 evaluation key의 modulus semantics를 명확히 한다.,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p994.s3,Direct 50 row가 모두 통과하고 catalog 4 profile이 제외된 결과는 security filter가 실제 comparison population을 바꾸었음을 보여준다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p995.s1,"그러나 guideline의 uniform-ternary 및 Gaussian 가정과 Lattigo의 concrete Xs/Xe, 특히 finite-bound truncation은 정확히 동일하지 않다.",NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p995.s3,따라서 “임의 runtime에서 정확히 128-bit”라는 문장을 사용할 수 없다.,NO,security_attestation,security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p996.s1,"Provider-format interoperability, Orion fail-closed import, AWS HIT rejection, EVA native scale sensitivity와 exact Q/P materialization은 candidate admission interface를 점검하는 데 유용했다.",NO,orion_official_encrypted_self_test,,PARTIALLY_SUPPORTED,V9 external comparison scope,EVIDENCE_REGISTRY,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p996.s2,그러나 matched Lattigo-SEAL numerical execution과 runtime-specific equivalent security는 수행하지 않았다.,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p997.s1,따라서 provider/EVA evidence는 core contribution을 지지하는 본문 결과가 아니라 appendix의 auxiliary evidence로 둔다.,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p998.s2,"Structural REJECT, one-shot NO_SAFE, latency-only flip, validation identity v1 fail-closed, security-excluded catalog profile은 모두 연구 artifact의 일부다.",NO,no_safe_behavior,no_safe,SUPPORTED,one-candidate budget control and declared two-candidate finite domain,EVIDENCE_REGISTRY,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p999.s3,"FlipGuard의 의미 있는 결과는 audit rejection이 전혀 없다는 데 있지 않고, rejection이 발생했을 때 retune하지 않고 보존하며 해당 claim을 낮출 수 있는 구조를 구현했다는 데 있다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p1000.s2,이를 줄이기 위해 seed 역할을 분리하고 paired order 및 no-outlier protocol을 사용했으며 frozen policy digest를 검증했다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p1001.s1,구성 타당도에는 reserve-policy violation이 실제 application harm과 동일하지 않다는 문제가 있다.,NO,structural_extension,structural;structural_failure;margin_interpretation,PARTIALLY_SUPPORTED,five datasets x five deterministic partitions for mlp_square_poly3,EVIDENCE_REGISTRY,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p1001.s2,본 연구는 flip과 policy rejection을 분리하고 margin utilization을 공개했다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p1003.s2,Latency는 10 cluster를 inference unit으로 사용하고 seed 0를 분리했다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p1003.s3,Decision audit 결과는 inferential population claim보다 finite outcome count로 보고한다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p1004.s2,"전자는 이론적 판단 보존 조건이고, ρ는 실제 운영에서 margin 전체를 소진하지 않도록 남겨 둔 보수적 여유다.",NO,finite_scope_decision_integrity,direct_confirmatory;direct_development;margin_interpretation;no_safe,PARTIALLY_SUPPORTED,declared finite validation and locked-audit artifacts,EVIDENCE_REGISTRY,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p1012.s1,V_amb near-boundary,NO,direct_repeat_flip_classification,,SUPPORTED,V9 external comparison scope,EVIDENCE_REGISTRY,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p1026.s1,universal 128-bit claim 아님,NO,security_attestation,security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
thesis_v10,VIII. 안전성·타당성·한계 분석,p1028.s1,EVA·HEIR·CoreLab evidence tier 분리,NO,corelab_eva_elasm_numerical_grid,,PARTIALLY_SUPPORTED,V9 external comparison scope,EVIDENCE_REGISTRY,,PASS
thesis_v10,IX. 재현성 및 연구 Artifact,p1032.s2,"어떤 source commit과 binary가 어떤 policy, model, input, split, candidate literal을 사용해 encrypted record를 만들었는지 추적하고, frozen evidence에서 publication input을 결정론적으로 재구축할 수 있어야 한다.",NO,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,IX. 재현성 및 연구 Artifact,p1033.s2,Archive SHA-256은 05ef70306a11ab577243b0c708489864f19ccd104e6036e28fc6bd1dab45c0be다.,NO,formal_trial_reduction;structural_extension,final_suite;bounded_oracle;structural;structural_failure;margin_interpretation,PARTIALLY_SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances | five datasets x five deterministic partitions for mlp_square_poly3,EVIDENCE_REGISTRY,,PASS
thesis_v10,IX. 재현성 및 연구 Artifact,p1033.s3,"V10 core-completion manifest SHA-256은 f7123b0a6ed4846dd7b62848471d9e8aadc679d222bfa451f1503951a49d8d9f, V3 manifest는 32d378b371b75d31b8e39ef2acce4c3c7353581ccfbd5e6c7d22b30ffaf4743b, claim admission manifest는 d982f0f81915b760c537244fc71aa992bf521eaf65d57a67c2d96dbae0607b8d다.",NO,structural_extension,structural;structural_failure;margin_interpretation,PARTIALLY_SUPPORTED,five datasets x five deterministic partitions for mlp_square_poly3,EVIDENCE_REGISTRY,,PASS
thesis_v10,IX. 재현성 및 연구 Artifact,p1034.s3,RC1은 immutable predecessor로 보존한다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,IX. 재현성 및 연구 Artifact,p1034.s4,research_release_binding_rc2_v1 overlay가 이 관계와 allowlisted RC1--RC2 diff를 검증한다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,IX. 재현성 및 연구 Artifact,p1035.s3,Security-V2 재해석처럼 기존 execution을 새 policy로 필터링하는 경우에도 raw record를 수정하지 않고 derived pack을 만든다.,NO,security_attestation,security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
thesis_v10,IX. 재현성 및 연구 Artifact,p1036.s1,"Primary direct, development seed0, locked audit, validation identity v2, Security-V2 attestation, bounded oracle, NO_SAFE, policy sensitivity, structural extension, paired latency가 각각 독립 pack이다.",NO,primary_no_retuning_locked_audit;no_safe_behavior;security_attestation,direct_confirmatory;direct_development;no_safe;security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"10 dataset-model workloads and five deterministic repeated partitions | one-candidate budget control and declared two-candidate finite domain | attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
thesis_v10,IX. 재현성 및 연구 Artifact,p1036.s3,이 분리는 report code 변경이 encrypted execution semantics를 바꾸지 않았는지 검증하는 데 사용된다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,IX. 재현성 및 연구 Artifact,p1037.s2,Builder는 structural outcome을 25/25 PASS로 바꾸지 않고 24 PASS와 1 reserve-policy REJECT를 필수 입력으로 요구한다.,NO,structural_extension,structural;structural_failure;margin_interpretation,PARTIALLY_SUPPORTED,five datasets x five deterministic partitions for mlp_square_poly3,EVIDENCE_REGISTRY,,PASS
thesis_v10,IX. 재현성 및 연구 Artifact,p1037.s3,"Formal catalog denominator는 전체 700, confirmatory 560이며 provider/EVA는 appendix-only다.",NO,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
thesis_v10,IX. 재현성 및 연구 Artifact,p1038.s1,Paper claim admission registry에는 11 admitted claim과 9 blocked/not-evaluated claim이 있다.,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,IX. 재현성 및 연구 Artifact,p1040.s1,OpenML source는 server가 gzip transport를 반환하는 경우에도 decompressed canonical byte가 expected source digest와 일치하는지 검증한다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,IX. 재현성 및 연구 Artifact,p1040.s2,RC2 repair는 이 transport 차이를 provenance 손실 없이 처리한다.,NO,adaptive_repair,direct_ablation;direct_confirmatory,SUPPORTED,predeclared development ablation and observed repair causes,EVIDENCE_REGISTRY,,PASS
thesis_v10,IX. 재현성 및 연구 Artifact,p1041.s2,"Policy artifact는 paper title, DOI, publication date, exact table, target category, cost-model metadata, Lattigo module/version, concrete Xs/Xe, modulus semantics와 generated-at commit을 포함한다.",NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
